100 3.709 1.68653979671e-14 0.0
1100 403.45 7.56678760054e-13 0.0
2100 1472.279 2.64392444446e-12 0.0
3100 3176.747 5.96340550417e-12 0.0
4100 5631.651 1.36116271642e-11 0.0
5100 8571.193 3.20990584222e-11 0.0
6100 12447.378 6.10779155485e-11 0.0
7100 16992.914 1.5054968075e-10 0.0
8100 22037.363 3.57668229917e-10 0.0
9100 27803.725 6.95773826819e-10 0.0
10100 34704.92 1.66759843159e-09 0.0
